"代號","名稱","股價日期","成交","漲跌價","漲跌幅","股利發放頻率","平均股利(元)","2017發放年度","2018發放年度","2019發放年度","2020發放年度","2021發放年度","2022發放年度","2023發放年度","2024發放年度","2025發放年度","2026發放年度"
="5609","中菲行","01/08","80","-0.2","-0.25","年","4.817","2","1.18","1.5","1.36","5.2","10.2","10.71","6","5.2",""
="5701","劍湖山","01/08","3.99","+0.04","+1.01","年","0","0","0","0","0","0","0","0","0","0",""
="5703","亞都","01/08","15","0","0","年","0.044","0.2","0.2","0","0","0","0","0","0","0",""
="5704","老爺知","01/08","26.2","+0.05","+0.19","年","0.989","0","0.3","0.5","0.8","2.2","1.38","2.22","1.5","0",""
="5706","鳳凰","01/08","50.5","+0.4","+0.8","年","1.474","2","3","1.61","0.303","0.3","1","0.3","2","2.75",""
="5864","致和證","01/08","17.45","+0.9","+5.44","年","0.508","0.62","0.5","0.6","0.55","0.6","0.6","0.2","0.5","0.4",""
="5871","中租-KY","01/08","106","+1","+0.95","年","5.111","3.4","3.8","4.2","4.6","5","6","6.4","6.5","6.1",""
"5871A","中租-KY甲特","01/08","101","0","0","年","3.282","","","","","1.208","3.8","3.8","3.8","3.8",""
="5876","上海商銀","01/08","40.6","+0.35","+0.87","年","1.806","1.5","1.8","2","2.05","1.7","1.8","1.8","1.8","1.8",""
="5878","台名","01/08","41.15","0","0","年","2.872","3.2","3.2","2.75","3","3.2","3","2.7","2.5","2.3",""
="5880","合庫金","01/08","24","-0.05","-0.21","年","0.756","0.75","0.75","0.75","0.85","0.85","1","0.5","0.65","0.7",""
="5902","德記","01/08","41.85","-1.6","-3.68","年","0.65","0","0","0","0","0","1.2","1.5","1.5","1.65",""
="5903","全家","01/08","191","0","0","年","6.556","5.2","5.5","5.8","6.5","7.5","4.7","6.5","5.8","11.5",""
="5904","寶雅","01/08","443.5","-5.5","-1.22","年","17.13","10.7","13","15.75","17.1","18.7","11","23.9","21","23",""
="5905","南仁湖","01/08","8.9","-0.03","-0.34","年","0.164","0.3","0.35","0.43","0.2","0.2","0","0","0","0",""
="5906","台南-KY","01/08","51.5","-0.1","-0.19","年","0.633","0","0","0","0","0.2","1.7","1.5","1.5","0.8",""
="5907","大洋-KY","01/08","5.52","-0.03","-0.54","年","0.784","0.966","1.2","1.694","2.2","1","0","0","0","0",""
="6005","群益證","01/08","27.1","+1.85","+7.33","年","0.86","0.37","0.2","0.4","0.8","1.1","1.65","0.39","1.33","1.5",""
="6015","宏遠證","01/08","12.35","+1.1","+9.78","年","0.396","0","0.36","0","0.157","0.5","1.8","0","0.25","0.5",""
="6016","康和證","01/08","15.15","+1.35","+9.78","年","0.469","0","0.25","0","0.33","1.22","1.55","0","0.65","0.225",""
="6020","大展證","01/08","19.8","+0.9","+4.76","年","0.622","0.079","0.663","0.027","0.325","0.723","2.378","0","0.899","0.509",""
="6023","元大期","01/08","96.5","+0.7","+0.73","年","3.097","2.47","2","2.8","3.2","2.8","2.3","2.5","5","4.8",""
="6024","群益期","01/08","52.1","+0.8","+1.56","年","2.682","2.21","2.87","3.4","1.9","2.87","1.6","3.02","3.44","2.83",""
="6026","福邦證","01/08","14.1","+0.55","+4.06","年","0.715","0.35","1.38","0.2","0.699","0.146","1.28","0","1.28","1.099",""
="6101","寬魚國際","01/08","36.15","-0.05","-0.14","年","0.019","0","0","0","0","0","0","0","0.168","0",""
="6103","合邦","01/08","35.65","0","0","年","0.021","0","0","0","0","0","0","0","0","0.188",""
="6104","創惟","01/08","92.4","-2.6","-2.74","年","2.606","3","1.3","2.36","2","3","4.5","2.5","1.8","2.997",""
="6108","競國","01/08","14.4","0","0","年","1.222","2","1.35","2.5","1.6","0.5","1.05","0.5","0.5","1",""
="6109","亞元","01/08","11.65","-0.2","-1.69","年","0.272","1","0.5","0.1","0","0","0","0.549","0.3","0",""
="6111","大宇資","01/08","46.1","+0.35","+0.77","年","0.541","0","0","0","0.2","0.2","3","1.471","0","0",""
="6112","邁達特","01/08","47.5","-0.55","-1.14","年","1.983","1.5","1.5","1.5","3","2.5","2.5","2","2.75","0.6",""
="6113","亞矽","01/08","21.9","+0.6","+2.82","年","0.111","0","0","0","0","0","0","0","0.5","0.5",""
="6114","久威","01/08","31.05","-1","-3.12","年","0.989","2.5","1.5","1.5","1.2","0.7","0.5","0.5","0","0.5",""
="6115","鎰勝","01/08","46.7","-0.2","-0.43","年","3.111","3.999","3","3","3","2.8","2.8","3.2","3","3.2",""
="6116","彩晶","01/08","11.65","+1.05","+9.91","年","0.311","0.5","0.5","0.3","0","0.5","0.996","0","0","0",""
="6117","迎廣","01/08","80.7","-1.1","-1.34","年","0.375","0","1.2","0","0","0","0","0","0","2.172",""
="6118","建達","01/08","18.8","-0.35","-1.83","年","0.033","0","0","0","0","0","0.3","0","0","0",""
="6120","達運","01/08","12.75","-1","-7.27","年","0.169","0.28","0.4","0.34","0","0","0","0.153","0.1","0.25",""
="6122","擎邦","01/08","52.3","+0.8","+1.55","年","0.952","0","0","0","0.5","0.3","0.4","0.9","3.2","3.265",""
="6124","業強","01/08","28.3","-1.1","-3.74","年","0","0","0","0","0","0","0","0","0","0",""
="6125","廣運","01/08","70.5","-4.2","-5.62","年","1.16","0.5","0.3","0.506","2","1.5","1.613","1.62","1.7","0.7",""
="6126","信音","01/08","34.6","+0.15","+0.44","年","0.79","0","0.339","0.3","0.7","1.4","1.333","1.2","1.081","0.757",""
="6127","九豪","01/08","36.65","-1.55","-4.06","年","0.105","0.297","0.25","0","0","0","0","0","0.4","0",""
="6128","上福","01/08","22.4","-0.1","-0.44","年","1.989","2.8","0.5","2","2.4","1","2","2.2","2.5","2.5",""
="6129","普誠","01/08","14.3","-0.4","-2.72","年","0.1","0","0","0","0","0","0","0.65","0.25","0",""
="6130","上亞科技","01/08","43.5","0","0","年","0.056","0","0","0","0","0","0","0","0.5","0",""
="6133","金橋","01/08","20","-1.05","-4.99","年","0.194","0.2","0.25","0.25","0.25","0","0","0.5","0","0.3",""
="6134","萬旭","01/08","26.7","-1.2","-4.3","年","0.033","0","0","0","0","0","0.1","0","0","0.2",""
="6136","富爾特","01/08","23.85","-0.25","-1.04","年","1.394","2","1.8","1.5","1.4","1.1","1.25","1.15","1.2","1.15",""
="6138","茂達","01/08","221","-6.5","-2.86","年","5.648","2.11","2.4","4.203","4.331","5.201","9.02","9","5.97","8.601",""
="6139","亞翔","01/08","590","-5","-0.84","年","3.866","1.431","1.5","1.5","1.5","1","1.5","3.5","8.982","13.89",""
="6140","訊達","01/08","25.7","-0.15","-0.58","年","0","0","0","0","0","0","0","0","0","0",""
="6141","柏承","01/08","11.75","+1.05","+9.81","年","0.313","0.3","0.5","0.1","0.403","0.5","1.013","0","0","0",""
="6142","友勁","01/08","9.11","-0.09","-0.98","年","0.087","0.56","0","0","0","0","0","0.22","0","0",""
="6143","振曜","01/08","112.5","-4.5","-3.85","年","3.372","3","2","4","2.85","2","2.5","3","4","7",""
="6144","得利影","01/08","18.35","0","0","年","0","0","0","0","0","0","0","0","0","0",""
="6146","耕興","01/08","159","+1.5","+0.95","年","7.922","6.1","6.1","6.2","6","6.3","9","11","10.5","10.1",""
="6147","頎邦","01/08","54.7","-0.7","-1.26","年","3.883","2.1","2.35","3.5","4.2","3.8","6","5.5","3.75","3.75",""
="6150","撼訊","01/08","65.5","-1.5","-2.24","年","2.056","0","5","2","0","0.5","11","0","0","0",""
="6151","晉倫","01/08","30.8","+0.5","+1.65","年","1.811","2.2","2","1.3","1","1.8","3","2","1.5","1.5",""
="6152","百一","01/08","10.6","-0.8","-7.02","年","0","0","0","0","0","0","0","0","0","0",""
="6153","嘉聯益","01/08","15.1","-0.95","-5.92","年","0.199","0.5","0.2","0.3","0.05","0.5","0","0.241","0","0",""
="6154","順發","01/08","13.3","-0.15","-1.12","年","0.841","1","1","1","0.6","0.55","1.2","0.9","0.72","0.6",""
="6155","鈞寶","01/08","45.5","-2.3","-4.81","年","0.921","0.85","0.45","1","1.04","0.75","0.85","1.5","0.85","1",""
="6156","松上","01/08","22.3","-0.6","-2.62","年","0.602","0.8","0.4","0.4","0.202","0.5","0.516","0.8","0.799","1",""
="6158","禾昌","01/08","21.6","-0.05","-0.23","年","1.926","1.2","1.221","10","0.3","0.5","1","1.1","1.001","1.015",""
="6160","欣技","01/08","17.3","+0.2","+1.17","年","0.298","1","0","0.73","0","0","0.35","0.6","0","0",""
="6161","捷波","01/08","46.5","0","0","年","1.844","0.9","1.1","1.6","0.9","1.6","3","2.5","2","3",""
="6163","華電網","01/08","54.3","+1.4","+2.65","年","0.286","0","0.5","0.3","0.415","0","0.31","0.3","0.3","0.45",""
="6164","華興","01/08","12.2","-0.4","-3.17","年","0.278","0.85","0.4","0.2","0","0","0","0.55","0","0.5",""
="6165","浪凡","01/08","48.05","-1.25","-2.54","年","0.11","0","0","0","0","0","0","0","0.4","0.591",""
="6166","凌華","01/08","60.7","-6.6","-9.81","年","1.326","1.805","1.5","1.3","1.6","1","0.3","2.5","1","0.933",""
="6167","久正","01/08","12.1","-0.4","-3.2","年","0.177","0","0","0","0","0","0.19","0.7","0.5","0.2",""
="6168","宏齊","01/08","20.25","-0.55","-2.64","年","0.689","0","1","1","0","0.7","1.5","1.502","0.5","0",""
="6169","昱泉","01/08","19.2","0","0","年","0","0","0","0","0","0","0","0","0","0",""
="6170","統振","01/08","49.15","+0.05","+0.1","年","1.495","0.117","","0","0.9","1.4","1.6","2.1","2.73","3.11",""
="6171","大城地產","01/08","28.2","+0.1","+0.36","年","0.944","0.2","0.3","0.2","0.3","1","1.5","1","1.5","2.5",""
="6173","信昌電","01/08","64.1","-3.4","-5.04","年","1.749","0.302","1.5","4.3","1.8","2.009","2.009","1.206","1.206","1.407",""
="6174","安碁","01/08","20.95","+0.05","+0.24","年","0.816","1","0.5","1","0","0","1.6","2.7","0.14","0.4",""
="6175","立敦","01/08","51.8","-1.8","-3.36","年","1.289","0.5","2","1.5","0.501","1.05","1.5","1.75","1.046","1.75",""
="6176","瑞儀","01/08","122.5","-1.5","-1.21","年","7.879","4.5","4.8","7","8","8","8","10","10","10.61",""
="6177","達麗","01/08","55.6","+2.1","+3.93","年","2.156","1.989","4.415","0.5","1.999","0","3","1","3","3.5",""
="6179","亞通","01/08","29","-0.05","-0.17","年","1.447","2.878","2","1.5","1.5","1.88","1.535","0.441","0.791","0.5",""
="6180","橘子","01/08","50.7","-0.1","-0.2","年","3.769","0","0.499","6.2","3.14","4","5","5.8","3.28","6",""
="6182","合晶","01/08","33.8","-1.15","-3.29","年","1.141","0","0.376","2.5","1.8","1.1","1.35","2.496","0.65","0",""
="6183","關貿","01/08","94.6","-0.5","-0.53","年","2.049","1.22","1.5","1.66","1.75","1.81","2.05","2.5","2.75","3.2",""
="6185","幃翔","01/08","15.2","-0.15","-0.98","年","0.502","1.3","0.7","0.5","0.5","0.2","0.2","0.3","0.52","0.3",""
="6186","新潤","01/08","52.6","+0.3","+0.57","年","1.941","2","1.5","1","3","1.25","3","2.2","2","1.52",""
="6187","萬潤","01/08","393","-1","-0.25","年","3.662","3","3.1","3.1","1.534","3","4.5","3.062","1.473","10.19",""
="6189","豐藝","01/08","44.95","+0.35","+0.78","年","2.916","2.3","1.8","2.63","2.28","2.671","3.678","3.43","3.456","4",""
="6190","萬泰科","01/08","46.8","-0.45","-0.95","年","1.152","0.51","0.6","1","0.8","1.008","1.393","2","1.163","1.898",""
="6191","精成科","01/08","108.5","-2.5","-2.25","年","1.476","0.4","0.6","0.3","0.501","0.803","1.751","2.621","3.3","3.01",""
="6192","巨路","01/08","108","-3","-2.7","年","3.756","2","3.3","3.3","3.3","3.4","4","4","5","5.5",""
="6194","育富","01/08","33.9","-0.4","-1.17","年","1.033","0.75","0.75","0.75","1.1","1.5","0.25","0.3","1.8","2.1",""
="6195","詩肯","01/08","25.35","-0.1","-0.39","年","2.994","2.969","3.936","3","1.8","3.938","4.4","3.4","2","1.5",""
="6196","帆宣","01/08","287","-17.5","-5.75","年","3.96","2.075","2.483","2.997","2.596","3.497","4.448","5.638","6","5.905",""
="6197","佳必琪","01/08","148","-2","-1.33","年","3.131","1.2","1.676","2","3","2.9","3","3.2","4.2","7",""
="6198","瑞築","01/08","27.55","+0.35","+1.29","年","0","0","0","0","0","0","0","0","0","0",""
="6199","天品","01/08","107","-1.5","-1.38","年","0.067","0","0.2","0.2","0.2","0","0","0","0","0",""
="6201","亞弘電","01/08","55.3","+0.5","+0.91","年","3.022","3","2.1","2.7","2.5","3","3","3","3.9","4",""
="6202","盛群","01/08","39.2","+0.55","+1.42","年","3.72","3.5","4.1","4.7","4.05","4.56","8.123","4","0.45","0",""
="6203","海韻電","01/08","67.6","-0.3","-0.44","年","3.514","2","1.2","2.5","2.5","5","5","4.933","4.997","3.5",""
="6204","艾華","01/08","77.8","-3.4","-4.19","年","6.27","1","1.1","1","2","25","7.2","17.97","0.86","0.3",""
="6205","詮欣","01/08","60.1","+1.2","+2.04","年","1.726","2","1.2","1.5","1.211","1.5","1.998","3","1.5","1.63",""
="6206","飛捷","01/08","90.6","-0.4","-0.44","年","4.722","5","4.5","5","4.5","4","4","5.5","4","6",""
="6207","雷科","01/08","51.3","-2.7","-5","年","1.611","1.5","1.8","2.5","1.201","1.5","1.5","1.5","1.5","1.5",""
="6209","今國光","01/08","60","-1.7","-2.76","年","0.244","0.5","0","0","0","0","0.5","0.7","0.5","0",""
="6210","慶生","01/08","19.95","+0.05","+0.25","年","2.122","2","3.5","2.6","3","3","3","2","0","0",""
="6212","理銘","01/08","40.35","0","0","年","1.778","1.5","1.5","3","0","3","0","0","3.5","3.5",""
="6213","聯茂","01/08","113","-0.5","-0.44","年","3.411","2.5","3.1","3.8","5","5","5","3","1.5","1.8",""
="6214","精誠","01/08","116","+0.5","+0.43","年","5.044","5","5","5","5","5","5","5","5.2","5.2",""
="6215","和椿","01/08","104","-2.5","-2.35","年","0.967","0.5","0.6","0.5","0.5","0.5","1.8","1.8","1","1.5",""
="6216","居易","01/08","26.4","-0.1","-0.38","年","1.95","2.638","2.059","1.984","1.869","1.486","1.667","1.667","1.654","2.53",""
="6217","中探針","01/08","50.6","-1.9","-3.62","年","1.061","1.7","1.6","0.699","1.028","1.049","1.67","1.5","0.3","0",""
="6218","豪勉","01/08","25.5","-0.9","-3.41","年","0.878","1.2","1.2","1.6","1.4","1","1","0","0.5","0",""
="6220","岳豐","01/08","25.35","+0.2","+0.8","年","1.453","2.3","2.3","2","0.85","1","0.129","3","0.8","0.7",""
="6221","晉泰","01/08","29.65","-0.5","-1.66","年","0.611","0.498","0.499","1.25","1.25","0","0.999","0.999","0","0",""
="6222","立軒","01/08","18.6","-0.25","-1.33","年","0","0","0","0","0","0","0","0","0","0",""
="6223","旺矽","01/08","2120","-35","-1.62","年","5.351","4.184","0.5","2","2.49","4.47","4","7","7.5","16.01",""
="6224","聚鼎","01/08","43","-1.2","-2.71","年","3.172","4.55","3","3.75","4","4.25","4.25","1.5","1.5","1.75",""
="6225","天瀚","01/08","17.2","+0.1","+0.58","年","0","0","0","0","0","0","0","0","0","0",""
="6226","光鼎","01/08","7.47","-0.09","-1.19","年","0.096","0.1","0.12","0.12","0.404","0","0.12","0","0","0",""
="6227","茂綸","01/08","82.1","-0.9","-1.08","年","2.228","1","1.1","1.5","1","1.5","3.35","4.3","2.5","3.8",""
="6228","全譜","01/08","26.25","+0.2","+0.77","年","0","0","0","0","0","0","0","0","0","0",""
="6229","研通","01/08","21.3","+0.05","+0.24","年","1.024","0.67","0.46","0.93","0.537","1.02","2.5","1.6","0.5","1",""
="6230","尼得科超眾","01/08","112","-2","-1.75","年","2.815","7.5","3.95","4.7","4.87","1.36","0.61","1.07","1.053","0.222",""
="6231","系微","01/08","220","-1.5","-0.68","年","3.183","0.3","0.85","1.5","2","3.5","5.2","6.3","2.5","6.5",""
="6233","旺玖","01/08","22.8","-1","-4.2","年","0.117","0","0","0","0","0","0","0.484","0.209","0.359",""
="6234","高僑","01/08","28.3","-0.35","-1.22","年","0.571","0.5","0.3","0.6","0.39","0.6","0.75","0.9","0.65","0.45",""
="6235","華孚","01/08","61.4","-1.3","-2.07","年","0.809","1.99","0.298","0.498","0","0.598","0.3","0.699","1.679","1.22",""
="6236","中湛","01/08","21.55","0","0","年","0","0","0","0","0","0","0","0","0","0",""
="6237","驊訊","01/08","40.2","-0.1","-0.25","年","0.445","0.25","0.5","0.25","0.253","1","1","0.25","0.25","0.25",""
="6239","力成","01/08","203","-2.5","-1.22","年","5.622","4","4.5","4.8","4.5","5","6.8","7","7","7",""
="6240","松崗","01/08","19.4","+0.25","+1.31","年","0","0","0","0","0","0","0","0","0","0",""
="6241","易通展","01/08","13.15","-0.2","-1.5","年","0","0","0","0","0","0","0","0","0","0",""
="6242","立康","01/08","38.85","0","0","年","2.122","1.3","2.5","2.5","2","2.8","1.5","2","2.5","2",""
="6243","迅杰","01/08","34.65","-0.95","-2.67","年","0.53","0","0","0","0","0","1.174","1.2","1.2","1.2",""
="6244","茂迪","01/08","21.9","-0.2","-0.9","年","0.17","0","0","0","0","0.2","0.2","0.45","0.32","0.36",""
="6245","立端","01/08","66.8","-0.5","-0.74","年","3.153","3","2","2","2.801","3.328","3","4","4.25","4",""
="6246","臺龍","01/08","13.4","-0.25","-1.83","年","0.011","0","0","0","0","0","0","0.1","0","0",""
="6248","沛波","01/08","21.2","-0.05","-0.24","年","1.302","0.8","0.7","0","2.2","1.199","1.2","1.819","2","1.8",""
="6257","矽格","01/08","115","-1.5","-1.29","年","2.834","1.649","1.761","2.06","2.197","2.866","4.13","4.2","2.598","4.043",""
="6263","普萊德","01/08","128","+0.5","+0.39","年","5.267","3.9","4.3","4.3","4.5","4","4.7","6.4","7.4","7.9",""
="6264","富裔","01/08","7.11","-0.12","-1.66","年","0","0","0","0","0","0","0","0","0","0",""
="6265","方土昶","01/08","37.3","+2.3","+6.57","年","0","0","0","0","0","0","0","0","0","0",""
="6266","泰詠","01/08","28.85","+0.05","+0.17","年","1.256","0.68","1.16","1.708","1.58","1.035","0.69","1.2","1.47","1.785",""
="6269","台郡","01/08","55.8","-2.6","-4.45","年","4.395","4.456","5.015","4.995","4.975","5.117","5","5","5","0",""
="6270","倍微","01/08","24.1","-0.4","-1.63","年","1.23","0.5","0.97","1","1.3","1.2","2","2.1","1","1",""
="6272","驊陞","01/08","43","-0.8","-1.83","年","0.233","0.3","0","0","0","0","0.3","0.35","0.35","0.8",""
="6274","台燿","01/08","467","+2","+0.43","年","4.289","2.098","3.189","4.396","4.604","4.801","5.005","4","4.008","6.504",""
="6275","元山","01/08","49.8","-3.3","-6.21","年","1.36","0.598","0.6","0","0","1.5","2.195","2.108","2.974","2.261",""
="6276","安鈦克","01/08","39.9","-0.4","-0.99","年","0.845","0","0","0","0.635","3","1","0.7","2.268","0",""
="6278","台表科","01/08","96","-0.7","-0.72","年","3.689","1","1.3","1.3","2.8","3.3","6","7","5","5.5",""
="6279","胡連","01/08","123.5","-2.5","-1.98","年","5.178","6","8","4","3","4","5","5.6","5","6",""
="6281","全國電","01/08","62.2","0","0","年","4.422","4.3","4","4","4","5","5","5","4.5","4",""
="6282","康舒","01/08","42.35","-0.95","-2.19","年","0.866","1.4","0.9","1","1.1","1.2","1","0.197","0.5","0.5",""
="6283","淳安","01/08","25.05","-0.55","-2.15","年","0.056","0.5","0","0","0","0","0","0","0","0",""
="6284","佳邦","01/08","81.8","-2.2","-2.62","年","1.202","0.456","0.461","0.8","0.5","1","1.2","1.7","2","2.7",""
="6285","啟碁","01/08","102.5","-3","-2.84","年","3.734","3.667","3.7","3.501","2.5","2.501","2.1","4.841","5.996","4.801",""
="6290","良維","01/08","170","-8","-4.49","年","2.753","2.653","1.503","1.492","3.551","3.5","2","2.11","2.973","4.998",""
="6291","沛亨","01/08","187","0","0","年","1.7","0","0","0","0","0","0","1.5","8","5.8",""
="6292","迅德","01/08","40.3","+0.3","+0.75","年","3.203","3.2","2.3","2.3","3.523","2.7","3.6","3","4.2","4",""
="6294","智基","01/08","47.05","-1.1","-2.28","年","7.778","8","7.5","8","8","9","9.5","8.8","8","3.2",""
="6405","悅城","01/08","29.6","-1.25","-4.05","年","0.511","0.2","0.5","0.5","0.5","0.6","2","0.1","0.1","0.1",""
="6409","旭隼","01/08","995","-10","-1","年","28.37","20","20","21","23.21","23.5","23.55","43.51","37.5","43",""
="6411","晶焱","01/08","74.6","-1.5","-1.97","年","3.896","1.8","3.2","4.166","4.798","5.027","7.159","3.27","2.458","3.184",""
